"row ID","Location","MinTemp","MaxTemp","Rainfall","Evaporation","Sunshine","WindGustDir","WindGustSpeed","WindDir9am","WindDir3pm","WindSpeed9am","WindSpeed3pm","Humidity9am","Humidity3pm","Pressure9am","Pressure3pm","Cloud9am","Cloud3pm","Temp9am","Temp3pm","RainToday","RainTomorrow"
"Row37046","MountGinini",0.9,18.5,0.6,,,"ESE",31,"N","W",4,7,76,71,,,,,7.6,17,"No",0
"Row37047","MountGinini",7,16,0,,,"SW",26,"SW","N",17,4,95,83,,,,,11.3,14.3,"No",0
"Row37048","MountGinini",7.9,19.6,0,,,"NW",37,"NW","NW",15,15,74,69,,,,,13.5,17.7,"No",0
"Row37049","MountGinini",12.7,14.6,0,,,"N",63,"NW","WNW",31,30,97,99,,,,,13.4,13.3,"No",1
"Row37050","MountGinini",11.3,17.8,43,,,"W",33,"NA","NNE",0,13,99,98,,,,,13.2,15.1,"Yes",0
"Row37051","MountGinini",10.2,19.6,0,,,"E",26,"NA","NNE",0,6,97,66,,,,,12.3,17.6,"No",0
"Row37052","MountGinini",4,15.3,0,,,"E",35,"ESE","ENE",13,19,61,57,,,,,8.7,14.2,"No",0
"Row37053","MountGinini",5.6,14.1,0,,,"ENE",44,"ENE","NE",24,13,98,79,,,,,7.6,12.2,"No",0
"Row37054","MountGinini",6.8,13.1,0.6,,,"NE",43,"ENE","NA",28,,98,,,,,,10.4,,"No",1
"Row37056","MountGinini",11.1,18.7,,,,"NNE",35,"NA","N",,2,,56,,,,,,18,"NA",1
"Row37057","MountGinini",11.9,15.7,3.4,,,"NW",91,"NNW","WNW",44,37,98,98,,,,,14.2,15,"Yes",1
"Row37058","MountGinini",9,16.4,33.2,,,"W",57,"W","W",30,24,78,,,,,,10.4,15.6,"Yes",0
"Row37059","MountGinini",4.6,16.5,0,,,"W",37,"SW","WSW",17,11,11,6,,,,,8.4,16,"No",0
"Row37060","MountGinini",5.7,18.4,0,,,"NE",48,"E","SE",9,2,,59,,,,,11.7,16.8,"No",0
"Row37061","MountGinini",9.2,19.4,0,,,"SW",26,"S","WSW",11,7,73,49,,,,,10.8,18.9,"No",0
"Row37062","MountGinini",9.1,19,0,,,"WNW",28,"W","WNW",6,7,63,61,,,,,13.4,16.7,"No",0
"Row37063","MountGinini",10.5,13.6,0,,,"SW",67,"WSW","SW",17,28,100,,,,,,11.2,,"No",1
"Row37064","MountGinini",10.8,14.7,0.6,,,"WSW",76,"WSW","WSW",28,22,92,38,,,,,11.2,13.8,"No",0
"Row37065","MountGinini",4.2,15.1,0,,,"NNE",41,"NNE","NW",19,15,,71,,,,,,13.3,"No",0
"Row37066","MountGinini",4.9,15.5,0,,,"SW",46,"WSW","WSW",17,15,56,49,,,,,7.5,15.2,"No",0
"Row37068","MountGinini",1.6,17.6,0,,,"ENE",26,"WNW","WNW",11,9,43,57,,,,,9,16.9,"No",0
"Row37069","MountGinini",9.4,13.9,0,,,"W",44,"W","NW",17,7,88,100,,,,,11.1,11,"No",1
"Row37070","MountGinini",10,12.2,12.2,,,"NNW",31,"WNW","NW",9,9,,,,,,,,,"Yes",1
"Row37071","MountGinini",11.7,17.7,3.6,,,"SW",28,"WSW","SSW",17,4,,69,,,,,,16.6,"Yes",0
"Row37072","MountGinini",8.1,14.6,0,,,"ENE",37,"NE","NNE",9,9,,78,,,,,,13.5,"No",0
"Row37073","MountGinini",7.9,11.9,0,,,"ENE",57,"ENE","ENE",28,28,,,,,,,,,"No",1
"Row37074","MountGinini",8,12.3,12.2,,,"ENE",56,"ENE","ENE",24,22,,,,,,,,,"Yes",1
"Row37075","MountGinini",8.4,10.4,8.4,,,"W",48,"W","W",11,17,,,,,,,,,"Yes",1
"Row37076","MountGinini",4.6,11.9,6.8,,,"WSW",48,"SW","SW",17,6,,77,,,,,,10.5,"Yes",0
"Row37077","MountGinini",2.6,13.7,0,,,"NE",31,"NE","ENE",4,9,30,74,,,,,12.7,13.5,"No",0
"Row37078","MountGinini",7.6,14.7,0.4,,,"WSW",67,"W","WNW",13,19,100,77,,,,,8.8,14,"No",1
"Row37079","MountGinini",5.8,13.2,2.2,,,"WNW",24,"NNE","N",6,6,,78,,,,,,10.6,"Yes",0
"Row37080","MountGinini",5.4,7.7,0,,,"S",31,"WSW","W",4,6,,88,,,,,,6.5,"No",1
"Row37081","MountGinini",1.8,8.4,2.6,,,"WSW",33,"WSW","WSW",15,13,,72,,,,,,7.5,"Yes",0
"Row37082","MountGinini",0.3,9.8,0,,,"S",50,"S","SW",24,11,20,47,,,,,7.2,7.4,"No",0
"Row37083","MountGinini",2.2,11,0,,,"WSW",30,"SW","W",13,13,16,62,,,,,7.6,10.1,"No",0
"Row37084","MountGinini",-0.5,6.5,0,,,"SW",37,"W","WSW",13,17,76,79,,,,,2.3,1.5,"No",0
"Row37085","MountGinini",-3.5,3.4,0,,,"SSE",41,"ESE","SE",9,11,97,70,,,,,-1.1,2.3,"No",0
"Row37086","MountGinini",-3,6.1,0,,,"WSW",39,"SW","WSW",6,11,24,48,,,,,2.3,5.4,"No",1
"Row37087","MountGinini",-6.4,0.9,3.6,,,"SW",50,"SSW","SW",19,17,95,92,,,,,-5.5,-1.3,"Yes",0
"Row37088","MountGinini",-4.6,4.2,2.8,,,"SW",59,"SW","SSW",24,20,97,71,,,,,-3.7,-0.5,"Yes",0
"Row37089","MountGinini",-4.2,7.3,0,,,"S",37,"SW","W",9,17,40,52,,,,,3.6,6.2,"No",0
"Row37090","MountGinini",-0.2,9.8,0,,,"SW",33,"SW","SW",11,11,24,52,,,,,6.5,8.3,"No",0
"Row37091","MountGinini",3.1,8.8,0,,,"W",26,"WSW","WSW",13,9,22,41,,,,,5.3,5.9,"No",0
"Row37092","MountGinini",1.9,9.9,0,,,"W",37,"W","WNW",17,13,68,79,,,,,4.2,7.1,"No",0
"Row37093","MountGinini",4.2,9.3,0,,,"N",65,"NW","NNW",19,17,,98,,,,,,6.9,"No",1
"Row37094","MountGinini",3.6,4.2,23.6,,,"WNW",67,"NW","WNW",33,22,,,,,,,,,"Yes",1
"Row37095","MountGinini",0.8,4.7,31.4,,,"SSE",52,"SSW","SSE",13,11,,93,,,,,,2.4,"Yes",0
"Row37096","MountGinini",-3.5,2.7,0.2,,,"SE",48,"SSE","SSE",22,19,92,80,,,,,-2,1.2,"No",0
"Row37097","MountGinini",-2.1,6.1,0,,,"SSE",33,"SW","WNW",7,11,82,88,,,,,1,3.4,"No",0
"Row37098","MountGinini",-1.9,6.4,0,,,"SSW",22,"NNW","WSW",2,6,96,77,,,,,0.8,5,"No",0
"Row37099","MountGinini",-0.4,6.2,0,,,"NE",22,"NNE","N",7,4,83,85,,,,,2.9,4.8,"No",0
"Row37100","MountGinini",0.2,5.8,0,,,"WNW",28,"NW","WNW",11,2,96,80,,,,,3.1,4.9,"No",0
"Row37101","MountGinini",-0.4,4.1,0,,,"ESE",54,"ESE","ESE",6,13,97,93,,,,,1.1,2.7,"No",0
"Row37102","MountGinini",1,5.9,0,,,"ESE",67,"E","E",31,22,,100,,,,,,4.4,"No",0
"Row37103","MountGinini",1,7.4,0,,,"E",43,"E","NE",19,4,,77,,,,,,5.9,"No",0
"Row37104","MountGinini",0.8,6.2,0,,,"W",41,"WSW","WSW",17,22,,80,,,,,,4.7,"No",1
"Row37105","MountGinini",-4.1,0.1,0.4,,,"WSW",63,"SW","W",19,24,98,81,,,,,-2.7,-0.7,"No",1
"Row37108","MountGinini",-5.6,-0.8,,,,"SW",39,"NA","SW",,17,,100,,,,,,-1.1,"NA",0
"Row37109","MountGinini",-2.9,0.3,0.8,,,"S",50,"S","S",22,19,100,,,,,,-1,,"No",0
"Row37110","MountGinini",-2.9,1,0.2,,,"ESE",41,"ESE","NA",7,,99,,,,,,-2.2,,"No",0
"Row37111","MountGinini",-2.2,3,0,,,"ESE",50,"ESE","E",11,19,98,87,,,,,-1.6,2.3,"No",0
"Row37112","MountGinini",-1.6,2.1,0,,,"ESE",65,"ESE","ESE",17,13,,88,,,,,,0.9,"No",0
"Row37113","MountGinini",-1.4,3.6,0,,,"E",78,"ESE","E",35,24,,99,,,,,,2.8,"No",0
"Row37114","MountGinini",-1.7,-0.6,0,,,"WSW",65,"WSW","WSW",26,20,99,,,,,,-1.6,,"No",1
"Row37116","MountGinini",-2,1,,,,"W",54,"NA","WSW",,20,,,,,,,,,"NA",0
"Row37117","MountGinini",-1.2,1.7,0.2,,,"WSW",65,"WSW","W",24,20,,,,,,,,,"No",1
"Row37119","MountGinini",-3.9,2.5,3.8,,,"SW",50,"SW","WSW",2,13,,,,,,,,,"Yes",0
"Row37120","MountGinini",-1.7,3.7,0.2,,,"SSW",44,"SSW","SW",26,15,61,89,,,,,1.2,2.6,"No",0
"Row37121","MountGinini",0.1,6.6,0,,,"WNW",35,"NE","WNW",9,11,79,78,,,,,2.9,4.6,"No",0
"Row37122","MountGinini",-2.2,4.9,0,,,"SW",44,"SSW","SSE",30,2,83,62,,,,,0.9,4.7,"No",0
"Row37123","MountGinini",-1.6,3.6,0,,,"E",37,"E","ENE",20,11,,83,,,,,,2.2,"No",0
"Row37124","MountGinini",-1.7,8.7,0,,,"ENE",37,"NNE","ESE",11,2,,81,,,,,,4.6,"No",0
"Row37125","MountGinini",0.8,1.1,22,,,"W",80,"W","W",24,19,,98,,,,,,-0.5,"Yes",1
"Row37126","MountGinini",-3.4,-2.1,14.6,,,"WSW",106,"W","WSW",26,39,99,99,,,,,-2.9,-2.7,"Yes",1
"Row37127","MountGinini",-5.5,1.4,1.6,,,"WSW",43,"NA","WSW",0,17,88,84,,,,,-1.8,0.2,"Yes",0
"Row37128","MountGinini",-6,-1.5,0.2,,,"SW",48,"SW","WSW",28,19,,97,,,,,,-2.1,"No",0
"Row37129","MountGinini",-5.2,-1.2,0.2,,,"WSW",96,"W","WSW",33,52,96,98,,,,,-5.2,-3.5,"No",1
"Row37130","MountGinini",-6.5,-2,4.6,,,"WSW",57,"SSW","NA",26,,95,,,,,,-5.3,,"Yes",0
"Row37131","MountGinini",-5.3,-0.1,0,,,"SW",63,"SW","WSW",35,30,82,92,,,,,-3.2,-1.9,"No",0
"Row37132","MountGinini",-4.2,-1.1,0,,,"WSW",54,"WSW","NA",15,,99,,,,,,-2.5,,"No",1
"Row37133","MountGinini",-6.5,-1.5,1.6,,,"S",39,"S","SSE",15,11,88,83,,,,,-5.2,-2.3,"Yes",0
"Row37134","MountGinini",-1.6,1.7,0,,,"NE",35,"NNW","N",11,9,,100,,,,,,0.9,"No",1
"Row37135","MountGinini",-0.4,0.2,2.2,,,"NW",39,"WNW","W",17,17,,,,,,,,,"Yes",1
"Row37136","MountGinini",-0.3,2.9,0.2,,,"SSE",70,"SE","SSE",24,22,,78,,,,,,2.6,"No",0
"Row37138","MountGinini",,0.1,,,,"ESE",46,"NA","SSE",,13,,93,,,,,,-0.1,"NA",0
"Row37139","MountGinini",-4.3,4.4,0,,,"ESE",30,"ESE","WNW",2,6,59,62,,,,,0.1,3.8,"No",0
"Row37140","MountGinini",-2.8,-0.3,0,,,"SSW",33,"S","W",17,13,86,100,,,,,-2,-1.2,"No",1
"Row37141","MountGinini",-1.6,1.5,1,,,"WSW",41,"WSW","W",15,13,,86,,,,,,0.5,"No",0
"Row37142","MountGinini",-3.4,3.7,0,,,"WSW",30,"WNW","W",2,7,58,69,,,,,1.5,3.5,"No",0
"Row37143","MountGinini",-1.7,4.4,0,,,"W",37,"WSW","W",22,19,43,56,,,,,0.1,4.3,"No",0
"Row37144","MountGinini",-0.9,4.3,0,,,"W",41,"W","W",24,17,69,75,,,,,0.8,3.3,"No",0
"Row37145","MountGinini",-0.4,3.8,0,,,"W",41,"W","W",17,20,93,,,,,,1.7,,"No",0
"Row37146","MountGinini",1.2,7.3,0.2,,,"WNW",37,"WNW","WNW",13,17,96,70,,,,,3.7,6.2,"No",0
"Row37147","MountGinini",2.3,9.4,0,,,"NW",44,"W","NW",11,19,55,55,,,,,5.6,7.8,"No",0
"Row37148","MountGinini",3.4,7.8,0,,,"NW",63,"NW","NW",30,24,76,69,,,,,5,7.6,"No",1
"Row37149","MountGinini",2.3,3.3,2.2,,,"NW",61,"NW","NW",28,28,,,,,,,,,"Yes",1
"Row37150","MountGinini",-2.4,0,8.6,,,"W",26,"W","W",4,13,100,98,,,,,-1.4,-1.2,"Yes",1
"Row37151","MountGinini",-3.8,0.9,0,,,"WSW",39,"SW","W",15,17,100,100,,,,,-1.7,-1.3,"No",1
"Row37152","MountGinini",-1.5,5.9,0,,,"WSW",26,"SSW","W",11,6,10,65,,,,,3.1,4.2,"No",0
"Row37153","MountGinini",-1.4,6.9,0,,,"NNE",22,"WNW","NE",4,6,79,78,,,,,2.1,4,"No",1
"Row37154","MountGinini",-0.5,5.6,1.8,,,"WSW",19,"WSW","NNW",7,6,85,89,,,,,1.5,3.5,"Yes",0
"Row37155","MountGinini",0.3,6.6,0.2,,,"ENE",37,"W","NE",15,13,77,78,,,,,2.2,5.8,"No",0
"Row37156","MountGinini",0.8,3.1,0.2,,,"N",56,"NE","NE",17,19,,,,,,,,,"No",1
"Row37157","MountGinini",-2.8,1.7,61.8,,,"WSW",50,"WSW","W",26,7,,,,,,,,,"Yes",1
"Row37158","MountGinini",-2.8,3.3,4.6,,,"ESE",67,"ESE","ESE",13,17,,,,,,,,,"Yes",1
"Row37160","MountGinini",0.9,12.9,0,,,"ENE",30,"WNW","W",6,9,14,44,,,,,10.2,11.6,"No",0
"Row37161","MountGinini",5.7,13.9,0,,,"NW",30,"WSW","NW",7,13,22,28,,,,,10.1,12.3,"No",0
"Row37162","MountGinini",3.3,10.2,0,,,"W",56,"WNW","W",17,22,30,54,,,,,6,8.5,"No",0
"Row37163","MountGinini",3.1,11.2,0,,,"W",63,"W","WNW",17,22,68,52,,,,,6.1,9.4,"No",0
"Row37164","MountGinini",2.9,10.2,0,,,"W",43,"WSW","W",17,13,89,59,,,,,4.8,8.4,"No",0
"Row37165","MountGinini",-1.2,8.4,0,,,"W",43,"W","WNW",13,15,56,55,,,,,2.3,7.3,"No",0
"Row37166","MountGinini",-1.5,7.7,0,,,"NNE",31,"N","W",9,9,,66,,,,,,6.8,"No",0
"Row37167","MountGinini",-0.1,9.1,0,,,"ESE",24,"SSW","ENE",11,6,39,78,,,,,5.3,6.2,"No",0
"Row37168","MountGinini",-1,9.6,0,,,"ESE",24,"ESE","E",7,4,8,45,,,,,5.8,7.5,"No",0
"Row37169","MountGinini",-0.1,11.1,0,,,"NW",46,"W","NW",9,13,63,43,,,,,6.1,10.3,"No",0
"Row37170","MountGinini",3.4,10.1,0,,,"NW",52,"WNW","WSW",22,20,75,88,,,,,6.8,5.6,"No",0
"Row37171","MountGinini",-5,4.9,18.2,,,"SW",56,"SW","WSW",13,9,93,74,,,,,-2.8,4.4,"Yes",0
"Row37172","MountGinini",-2.8,6.6,0,,,"NNW",26,"ENE","NNW",11,9,,61,,,,,,5.1,"No",0
"Row37173","MountGinini",-3,3.9,0,,,"S",52,"SW","S",22,28,94,86,,,,,-2.3,-1.7,"No",1
"Row37174","MountGinini",-6.6,0.3,2,,,"SW",69,"SSW","WSW",20,31,97,94,,,,,-3.1,-0.3,"Yes",0
"Row37175","MountGinini",-3.1,2.7,0,,,"S",52,"WSW","WSW",20,13,100,91,,,,,-1.3,1.2,"No",0
"Row37176","MountGinini",6.2,16,0,,,"W",59,"W","W",24,9,34,31,,,,,11,14.9,"No",0
"Row37177","MountGinini",2.9,3.7,0.2,,,"NW",107,"W","WSW",24,28,72,,,,,,3.5,,"No",1
"Row37178","MountGinini",-1.6,8.9,9.6,,,"WSW",59,"SW","SW",20,22,86,70,,,,,1.6,6.5,"Yes",0
"Row37179","MountGinini",0.7,14.1,0,,,"SSW",48,"SW","NW",9,15,34,46,,,,,8.9,13.4,"No",0
"Row37180","MountGinini",5.1,14.1,0,,,"W",85,"WSW","W",37,17,40,32,,,,,10.8,13.1,"No",0
"Row37182","MountGinini",-2.8,7.7,0,,,"E",44,"ENE","NE",17,9,,69,,,,,,6.9,"No",0
"Row37183","MountGinini",4.6,8.5,0.2,,,"NNW",74,"NNW","NNW",17,24,90,,,,,,8.1,,"No",1
"Row37184","MountGinini",0.3,0.6,25.2,,,"NW",85,"W","W",31,17,,,,,,,,,"Yes",1
"Row37185","MountGinini",-2.9,0.1,17.4,,,"WSW",57,"WSW","W",15,22,,,,,,,,,"Yes",1
"Row37186","MountGinini",-1.8,3,6.8,,,"SE",52,"ESE","SE",9,7,,94,,,,,,2.5,"Yes",1
"Row37187","MountGinini",-0.7,8.8,0,,,"SSW",26,"SE","N",2,6,77,78,,,,,4.1,7.7,"No",0
"Row37188","MountGinini",1.3,8.9,0,,,"NNW",24,"W","WNW",9,9,80,88,,,,,4.8,6.2,"No",0
"Row37189","MountGinini",2.6,6.5,0,,,"ENE",24,"ENE","ENE",11,9,90,,,,,,3.9,,"No",1
"Row37190","MountGinini",3.5,11,0,,,"WSW",30,"WSW","WNW",4,9,94,87,,,,,6.4,8.9,"No",0
"Row37191","MountGinini",-2.5,8.4,0,,,"WSW",61,"SW","WSW",20,15,87,56,,,,,-1,6.5,"No",0
"Row37192","MountGinini",1.3,13,0,,,"ENE",28,"WSW","NE",4,9,72,59,,,,,6.1,12.2,"No",0
"Row37193","MountGinini",1.2,14.2,0,,,"NNE",35,"NNE","N",11,7,74,89,,,,,7,9.5,"No",0
"Row37194","MountGinini",4.3,14.3,0,,,"W",57,"NW","W",9,17,84,81,,,,,10,12.1,"No",0
"Row37195","MountGinini",1.7,14.6,0,,,"WNW",26,"NE","WNW",2,9,49,53,,,,,8.7,13.5,"No",0
"Row37196","MountGinini",5.2,18.1,0,,,"NW",31,"WSW","NW",7,15,49,42,,,,,10,16.6,"No",0
"Row37197","MountGinini",7,17,0,,,"WNW",37,"W","WNW",13,15,57,52,,,,,11.3,14.2,"No",0
"Row37198","MountGinini",7.5,18.3,0,,,"W",41,"WNW","WNW",13,17,54,33,,,,,11.9,17.5,"No",0
"Row37199","MountGinini",8.6,17.7,0,,,"WNW",37,"NW","W",15,17,59,45,,,,,12.2,15.7,"No",0
"Row37200","MountGinini",9.3,19.9,0,,,"NW",43,"WNW","WNW",11,17,62,41,,,,,13.8,18.9,"No",0
"Row37201","MountGinini",0,4.5,5.2,,,"E",46,"ESE","E",17,15,,,,,,,,,"Yes",0
"Row37202","MountGinini",2.5,13.6,0,,,"NNW",44,"WNW","WNW",20,13,100,89,,,,,8.8,12.3,"No",1
"Row37203","MountGinini",7.6,11.4,5.6,,,"NW",52,"W","W",17,17,,,,,,,,,"Yes",1
"Row37204","MountGinini",2.6,9.6,2.8,,,"SSW",54,"W","WSW",15,20,85,77,,,,,4.6,6,"Yes",0
"Row37205","MountGinini",0.7,15,1,,,"SSW",33,"S","W",4,9,67,41,,,,,8.3,13.7,"No",0
"Row37206","MountGinini",3.9,15.1,0,,,"SW",43,"SW","WSW",13,17,78,56,,,,,8.4,13.8,"No",0
"Row37207","MountGinini",3.8,12.3,0,,,"SW",43,"SW","WSW",17,17,83,81,,,,,6.3,9,"No",0
"Row37208","MountGinini",3,14,0,,,"WSW",31,"S","WNW",4,11,92,70,,,,,5.6,11.2,"No",0
"Row37209","MountGinini",7.3,20.5,0,,,"W",33,"WSW","WNW",20,13,45,43,,,,,12.9,20,"No",0
"Row37210","MountGinini",10.4,19.6,0,,,"W",44,"WNW","W",17,15,80,75,,,,,15,15.7,"No",0
"Row37211","MountGinini",8.5,19.1,0.2,,,"W",39,"WSW","WNW",13,17,,73,,,,,,18.3,"No",1
"Row37212","MountGinini",10.4,15.1,15.4,,,"NW",59,"NW","NW",26,24,,,,,,,,,"Yes",1
"Row37213","MountGinini",10.6,18,19.8,,,"NW",61,"WNW","WNW",13,24,100,94,,,,,14.3,15.4,"Yes",1
"Row37214","MountGinini",8.5,11.5,23.2,,,"W",74,"NW","WSW",30,20,,69,,,,,,10.9,"Yes",1
"Row37215","MountGinini",5.8,17.1,0,,,"SW",39,"WSW","WSW",13,11,77,41,,,,,8.8,16.6,"No",0
"Row37216","MountGinini",4.8,18.1,0,,,"NNE",33,"NNE","NW",15,13,69,53,,,,,10.2,16.8,"No",0
"Row37217","MountGinini",9.4,18.9,0,,,"W",74,"WNW","W",26,26,85,39,,,,,13.4,18.4,"No",0
"Row37218","MountGinini",11.8,15.7,0,,,"NNE",39,"NNE","NNE",6,13,50,87,,,,,15.6,11.2,"No",0
"Row37219","MountGinini",7.9,20.4,0.2,,,"WNW",28,"W","WNW",13,9,82,65,,,,,13.8,19,"No",0
"Row37220","MountGinini",3.2,15.2,19.8,,,"SW",43,"WNW","WNW",4,13,49,50,,,,,9.3,14,"Yes",0
"Row37221","MountGinini",5.2,9.9,0,,,"SW",50,"W","SW",11,17,63,85,,,,,9.8,4.9,"No",1
"Row37222","MountGinini",2.6,9.7,7.4,,,"ENE",56,"NE","ENE",19,28,,,,,,,,,"Yes",1
"Row37223","MountGinini",5.6,13.7,82.4,,,"NW",70,"WNW","NW",15,30,,83,,,,,,10.4,"Yes",1
"Row37224","MountGinini",4.2,15.9,18,,,"W",76,"WSW","SW",30,13,,76,,,,,,15.5,"Yes",0
"Row37225","MountGinini",6.6,20,0.2,,,"W",31,"WSW","NW",11,13,71,41,,,,,13.3,18.8,"No",0
"Row37226","MountGinini",12.1,21.3,0,,,"NW",57,"NW","N",19,19,70,63,,,,,14.6,19.5,"No",1
"Row37227","MountGinini",0.7,10.7,31,,,"SSW",43,"SSW","NE",15,9,48,79,,,,,5.5,9.1,"Yes",0
"Row37228","MountGinini",0.9,10.7,0,,,"E",28,"S","NNE",9,7,,78,,,,,,8.6,"No",0
"Row37229","MountGinini",5.2,14.3,1.4,,,"WSW",61,"WNW","S",9,13,75,68,,,,,9.6,10.8,"Yes",0
"Row37230","MountGinini",-3,9.3,0.2,,,"ESE",48,"ESE","E",11,11,72,63,,,,,2.8,8.5,"No",0
"Row37231","MountGinini",1.3,13.6,0.2,,,"ENE",35,"ESE","ENE",9,17,,60,,,,,,13.6,"No",0
"Row37232","MountGinini",3.3,13.5,0,,,"NE",30,"SE","N",4,4,77,72,,,,,9.9,11.5,"No",0
"Row37233","MountGinini",6.2,14.9,0,,,"ENE",26,"E","NNE",9,7,88,69,,,,,9.7,14.3,"No",1
"Row37234","MountGinini",8.2,14.5,8.6,,,"W",35,"WSW","WNW",9,7,,90,,,,,,12.5,"Yes",1
"Row37235","MountGinini",3.5,13.8,0.4,,,"NE",24,"SE","NNE",4,7,,72,,,,,,13.3,"No",1
"Row37236","MountGinini",5.6,15.5,10.8,,,"NE",33,"SSW","NNE",13,11,62,86,,,,,12.2,12.6,"Yes",1
"Row37237","MountGinini",5.6,15.2,2.2,,,"NNE",44,"NNE","N",15,13,39,72,,,,,11.2,12.7,"Yes",1
"Row37238","MountGinini",9.6,13.5,23.4,,,"N",67,"NW","W",13,13,,,,,,,,,"Yes",1
"Row37239","MountGinini",7.1,18.3,2.2,,,"SSE",26,"W","NW",6,11,93,66,,,,,10.4,15.4,"Yes",1
"Row37240","MountGinini",6.2,16,0.6,,,"NNW",26,"NW","WSW",7,7,85,90,,,,,11.4,9.2,"No",1
"Row37241","MountGinini",6.8,17.6,5.4,,,"NE",28,"WSW","ENE",9,9,66,78,,,,,12.5,14.8,"Yes",1
"Row37242","MountGinini",9.6,20.7,2.6,,,"N",39,"WNW","SE",9,6,64,67,,,,,15.5,17.4,"Yes",1
"Row37243","MountGinini",9.5,14.5,20.6,,,"W",59,"W","WNW",20,9,,,,,,,,,"Yes",1
"Row37244","MountGinini",7.3,17.1,2.6,,,"E",28,"WSW","NNW",7,6,87,82,,,,,11.8,16.6,"Yes",1
"Row37245","MountGinini",6.6,15.1,11.8,,,"E",31,"SSW","SSW",6,9,81,,,,,,12.4,,"Yes",1
"Row37246","MountGinini",5.6,17.4,1.6,,,"SSE",35,"SE","NE",7,6,35,46,,,,,11.5,15.3,"Yes",0
"Row37247","MountGinini",4.7,17,0,,,"E",22,"ESE","NNE",6,4,70,77,,,,,12,14.7,"No",0
"Row37248","MountGinini",9.8,21.6,0.2,,,"ENE",30,"SSW","NNE",15,4,76,49,,,,,14.9,19.6,"No",1
"Row37249","MountGinini",11.7,23.7,3.6,,,"W",26,"W","SW",13,13,69,55,,,,,16.4,22,"Yes",0
"Row37250","MountGinini",15.3,25,0,,,"WSW",30,"W","W",11,11,58,53,,,,,19.4,23.9,"No",0
"Row37251","MountGinini",15.3,21.2,0,,,"WSW",57,"WNW","W",15,17,66,69,,,,,16.1,18.3,"No",0
"Row37252","MountGinini",4.7,20,0.2,,,"W",33,"NW","WNW",11,15,67,39,,,,,12.2,18.6,"No",1
"Row37253","MountGinini",11.6,14.9,2,,,"WSW",63,"W","WNW",19,20,95,,,,,,13.5,,"Yes",1
"Row37254","MountGinini",5.9,12.5,2.8,,,"WSW",74,"W","W",33,20,66,64,,,,,6.7,11.5,"Yes",0
"Row37255","MountGinini",3.9,13.5,0,,,"W",57,"WSW","W",17,30,89,68,,,,,5.9,10.6,"No",0
"Row37256","MountGinini",1.4,3.8,0,,,"WSW",80,"WSW","WSW",26,30,98,100,,,,,1.4,1.6,"No",1
"Row37257","MountGinini",-1.3,14,7.6,,,"SSW",41,"ESE","E",6,6,76,62,,,,,2.9,10.2,"Yes",0
"Row37258","MountGinini",2.5,17.8,0,,,"WSW",33,"WSW","WSW",13,13,70,60,,,,,10.1,16.2,"No",0
"Row37259","MountGinini",6.3,17.5,0,,,"ENE",39,"NE","NNW",13,9,,67,,,,,,14.6,"No",1
"Row37260","MountGinini",6.6,16.2,0.2,,,"ENE",37,"ENE","ENE",13,13,,79,,,,,,14.7,"No",0
"Row37261","MountGinini",6.4,18.9,0.2,,,"ENE",37,"ENE","N",13,9,83,40,,,,,11.1,17.9,"No",0
"Row37262","MountGinini",9.7,21,0,,,"SW",35,"W","SW",15,19,79,63,,,,,14.2,17.5,"No",0
"Row37263","MountGinini",12.1,23.1,0,,,"W",30,"N","NW",6,11,60,54,,,,,17,22,"No",0
"Row37264","MountGinini",10.3,23.4,0,,,"ENE",48,"NW","WNW",13,17,73,46,,,,,16.6,23.2,"No",1
"Row37265","MountGinini",9.2,17.4,25.8,,,"E",37,"SW","E",6,9,68,88,,,,,15,14.1,"Yes",1
"Row37266","MountGinini",6.6,14.2,0.6,,,"E",57,"E","ENE",24,17,,78,,,,,,13.6,"No",0
"Row37267","MountGinini",9.8,19.4,0.8,,,"ENE",43,"E","ENE",13,15,94,74,,,,,13.2,16,"No",0
"Row37268","MountGinini",9.5,20.7,0,,,"NE",37,"E","ENE",13,15,87,63,,,,,14.2,19.1,"No",1
"Row37269","MountGinini",12.6,15.7,45,,,"NNW",81,"NW","WNW",41,35,,,,,,,,,"Yes",1
"Row37270","MountGinini",4.1,10.9,0.2,,,"ENE",33,"E","ENE",13,11,,94,,,,,,10.3,"No",0
"Row37271","MountGinini",6,11.8,10,,,"E",37,"E","S",19,4,,,,,,,,,"Yes",1
"Row37272","MountGinini",9.7,20.5,0,,,"NW",50,"NNW","NW",11,17,78,67,,,,,14.6,18.7,"No",0
"Row37273","MountGinini",6.6,16.6,0,,,"NNE",26,"NNE","NNW",9,9,,75,,,,,,12.9,"No",0
"Row37274","MountGinini",7.6,14.9,0.6,,,"ENE",30,"ENE","N",13,11,,82,,,,,,13.2,"No",0
"Row37275","MountGinini",8,13,1,,,"ENE",37,"NE","NE",13,9,,97,,,,,,10.7,"No",1
"Row37276","MountGinini",6.3,17.5,11,,,"SSW",39,"ENE","WNW",7,13,,86,,,,,,9.1,"Yes",1
"Row37277","MountGinini",6.2,14.7,6.8,,,"NW",35,"WNW","NW",7,17,98,75,,,,,8.5,13.1,"Yes",1
